prompt_id,source,category,model,temperature,run,instruction_version,run_timestamp,latency_sec,response_length,char_len,word_len,sentence_count,avg_word_len,has_markdown,has_bullets,starts_with_answer,contains_disclaimer,contains_uncertainty,contains_date
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:21:10.675233+00:00,3.2589359283447266,723,723,107,5,5.766355140186916,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:21:14.382912+00:00,1.4860942363739014,142,142,19,1,6.526315789473684,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:21:15.869891+00:00,3.87305760383606,653,653,96,4,5.8125,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:21:20.256729+00:00,1.2434332370758057,98,98,14,1,6.071428571428571,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:21:21.501060+00:00,3.934344291687012,677,677,94,5,6.212765957446808,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:21:26.192998+00:00,1.1473774909973145,102,102,15,1,5.866666666666666,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:21:27.341273+00:00,2.3170621395111084,581,581,83,5,6.0120481927710845,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:21:30.512254+00:00,1.740325927734375,98,98,14,1,6.071428571428571,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:21:32.253949+00:00,1.8447930812835691,688,688,97,5,6.103092783505154,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:21:34.358190+00:00,1.0580873489379885,98,98,14,1,6.071428571428571,0,0,0,0,0,0
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:21:35.572537+00:00,2.749929904937744,479,479,68,4,6.0588235294117645,0,0,0,0,0,0
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:21:39.263852+00:00,1.3735604286193848,127,127,20,1,5.4,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:21:40.638728+00:00,6.85944938659668,650,650,103,5,5.320388349514563,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:21:48.124383+00:00,2.250818967819214,174,174,28,2,5.25,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:21:50.377233+00:00,2.3539845943450928,713,713,108,5,5.611111111111111,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:21:52.732941+00:00,1.3304214477539062,147,147,22,1,5.7272727272727275,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:21:54.063988+00:00,2.0990161895751958,573,573,86,4,5.674418604651163,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:21:56.833596+00:00,1.2228114604949951,151,151,24,1,5.333333333333333,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:21:58.057133+00:00,1.5613656044006348,608,608,87,5,6.0,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:00.395658+00:00,1.317863941192627,55,55,8,1,6.0,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:02.152724+00:00,2.0819520950317383,563,563,85,4,5.635294117647059,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:04.917268+00:00,1.1242730617523191,84,84,13,1,5.538461538461538,0,0,1,0,0,0
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:22:06.042027+00:00,2.1702983379364014,557,557,88,4,5.340909090909091,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:22:09.088180+00:00,1.2565851211547852,85,85,15,1,4.733333333333333,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:22:10.345073+00:00,2.9786343574523926,452,452,71,4,5.380281690140845,0,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:22:14.068208+00:00,1.701382398605347,106,106,19,1,4.631578947368421,0,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:22:15.769847+00:00,3.090883731842041,461,461,70,5,5.6,1,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:22:19.160250+00:00,1.3211605548858645,78,78,14,1,4.642857142857143,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:22:20.482371+00:00,2.306676387786865,574,574,91,5,5.318681318681318,1,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:22:23.469059+00:00,1.0033364295959473,84,84,14,1,5.071428571428571,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:22:24.473236+00:00,3.204482078552246,520,520,84,5,5.2023809523809526,1,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:28.674331+00:00,1.2276077270507812,94,94,17,1,4.588235294117647,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:29.903176+00:00,1.9932732582092283,501,501,84,4,4.976190476190476,0,0,0,0,0,0
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:32.668967+00:00,1.2633211612701416,50,50,9,1,4.666666666666667,0,0,1,0,0,0
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:22:33.940045+00:00,1.9007008075714111,446,446,76,4,4.881578947368421,0,0,1,0,0,0
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:22:36.578544+00:00,1.420097589492798,81,81,12,1,5.833333333333333,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:22:38.097761+00:00,2.694388628005981,579,579,87,5,5.666666666666667,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:22:41.373300+00:00,1.1246521472930908,87,87,12,1,6.333333333333333,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:22:42.499696+00:00,3.3228981494903564,533,533,79,5,5.7594936708860756,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:22:46.698235+00:00,1.2272965908050537,68,68,10,1,5.9,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:22:47.926174+00:00,2.913612604141236,542,542,82,4,5.621951219512195,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:22:51.613121+00:00,1.124945878982544,68,68,10,1,5.9,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:22:52.738613+00:00,1.9961414337158203,455,455,67,4,5.8059701492537314,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:55.610231+00:00,1.2207059860229492,77,77,10,1,6.8,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:56.834981+00:00,1.3497920036315918,512,512,78,4,5.576923076923077,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:58.965304+00:00,1.0089139938354492,76,76,12,1,5.416666666666667,0,0,1,0,0,1
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:00.624960+00:00,1.5697216987609863,484,484,73,4,5.6438356164383565,0,0,1,0,0,1
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:03.184926+00:00,1.2172398567199707,82,82,13,1,5.384615384615385,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:04.833414+00:00,2.4514565467834477,542,542,78,4,5.961538461538462,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:23:08.067565+00:00,1.258699655532837,82,82,13,1,5.384615384615385,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:23:09.326776+00:00,3.8648853302001953,611,611,90,5,5.8,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:23:13.933538+00:00,0.8982799053192139,85,85,13,1,5.615384615384615,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:23:14.832175+00:00,2.1852710247039795,569,569,86,5,5.627906976744186,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:23:18.120003+00:00,0.941924810409546,59,59,8,1,6.5,0,0,0,0,0,0
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:23:19.062937+00:00,2.6096158027648926,571,571,85,5,5.729411764705882,1,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:23:22.730645+00:00,0.9311096668243408,67,67,10,1,5.8,0,0,0,0,0,0
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:23:23.662710+00:00,1.986147403717041,461,461,71,5,5.507042253521127,0,0,1,0,0,0
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:23:26.717616+00:00,1.2311880588531494,67,67,10,1,5.8,0,0,0,0,0,0
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:27.963152+00:00,2.098460912704468,380,380,59,4,5.4576271186440675,0,0,1,0,0,0
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:30.830495+00:00,1.6393227577209473,93,93,17,2,4.529411764705882,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:32.470442+00:00,2.6070592403411865,523,523,82,6,5.390243902439025,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:23:35.438471+00:00,1.2091851234436035,80,80,15,2,4.4,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:23:36.649964+00:00,3.061491012573242,561,561,88,6,5.386363636363637,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:23:40.501132+00:00,1.0390591621398926,69,69,12,2,4.833333333333333,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:23:41.541352+00:00,1.8450813293457031,399,399,67,5,4.970149253731344,0,0,0,0,0,1
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:23:44.347007+00:00,1.0736076831817627,64,64,12,2,4.416666666666667,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:23:45.575973+00:00,2.285327672958374,405,405,64,4,5.34375,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:23:48.788524+00:00,0.936488389968872,81,81,15,2,4.466666666666667,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:23:49.726416+00:00,2.2280197143554688,593,593,93,7,5.387096774193548,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:23:53.017593+00:00,0.9718396663665771,81,81,15,2,4.466666666666667,0,0,0,0,0,0
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:53.989869+00:00,1.9241437911987305,434,434,69,6,5.304347826086956,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:56.943499+00:00,1.358602523803711,176,176,29,1,5.103448275862069,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:58.378021+00:00,3.3508379459381104,656,656,96,5,5.84375,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:02.372443+00:00,1.5361952781677246,157,157,24,1,5.583333333333333,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:03.909753+00:00,3.3227574825286865,670,670,102,5,5.578431372549019,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:24:07.697013+00:00,1.227860450744629,161,161,26,1,5.230769230769231,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:24:08.925549+00:00,3.015249967575073,592,592,86,4,5.895348837209302,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:24:12.713297+00:00,1.4333949089050293,141,141,24,1,4.916666666666667,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:24:14.147456+00:00,2.185397148132324,658,658,94,4,6.01063829787234,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:24:16.900503+00:00,1.7502429485321045,208,208,32,1,5.53125,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:24:18.651087+00:00,1.836989164352417,650,650,104,4,5.259615384615385,0,0,0,0,0,0
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:24:20.738941+00:00,1.435805082321167,220,220,34,1,5.5,0,0,1,0,0,0
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:24:22.338746+00:00,1.8135404586791992,532,532,86,4,5.1976744186046515,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:24:24.717068+00:00,2.0356264114379883,346,346,48,2,6.229166666666667,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:24:26.939852+00:00,3.0695347785949707,822,822,117,5,6.034188034188034,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:30.010687+00:00,1.8525841236114504,343,343,46,2,6.478260869565218,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:31.863979+00:00,3.641145706176758,819,819,122,5,5.704918032786885,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:24:35.652898+00:00,1.6365456581115725,340,340,48,2,6.104166666666667,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:24:37.289961+00:00,2.1347134113311768,721,721,107,5,5.747663551401869,0,0,0,0,1,0
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:24:39.788712+00:00,1.6462762355804443,201,201,28,1,6.214285714285714,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:24:41.435400+00:00,2.6673812866210938,748,748,102,5,6.3431372549019605,0,0,0,0,1,0
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:24:44.456668+00:00,1.3332808017730713,143,143,21,1,5.857142857142857,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:24:45.790703+00:00,2.4031004905700684,705,705,107,5,5.598130841121495,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:24:48.860397+00:00,1.4334955215454102,229,229,33,2,5.96969696969697,0,0,0,0,0,0
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:24:50.294497+00:00,3.096702337265014,793,793,116,5,5.836206896551724,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:24:53.958577+00:00,1.370668888092041,200,200,28,1,6.178571428571429,0,0,1,0,0,0
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:24:55.329885+00:00,2.3228306770324707,638,638,94,5,5.787234042553192,0,0,1,0,0,0
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:58.282603+00:00,1.535233736038208,224,224,32,1,6.03125,0,0,1,0,0,0
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:59.818794+00:00,3.128610372543335,644,644,96,5,5.697916666666667,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:25:03.412090+00:00,1.044668436050415,165,165,26,1,5.384615384615385,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:25:04.457061+00:00,2.6072723865509038,766,766,123,5,5.235772357723577,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:25:08.020232+00:00,1.5633840560913086,199,199,32,1,5.25,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:25:09.584322+00:00,2.904927015304565,689,689,107,4,5.4485981308411215,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:25:12.927235+00:00,1.274021863937378,145,145,22,1,5.636363636363637,0,0,1,0,0,0
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:25:14.202371+00:00,2.6050970554351807,554,554,84,4,5.607142857142857,0,0,0,0,0,0
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:25:17.533562+00:00,1.33070707321167,169,169,25,1,5.8,0,0,1,0,0,0
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:25:18.864995+00:00,1.37809419631958,515,515,81,4,5.37037037037037,0,0,0,0,0,0
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:25:20.913218+00:00,2.7556395530700684,177,177,26,1,5.846153846153846,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:25:24.290641+00:00,4.402868032455444,738,738,106,5,5.971698113207547,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:25:28.694097+00:00,2.039767265319824,174,174,27,1,5.481481481481482,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:25:30.734609+00:00,3.5632572174072266,660,660,97,4,5.814432989690721,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:25:34.298194+00:00,1.3092420101165771,82,82,12,1,5.916666666666667,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:25:35.608378+00:00,2.9270379543304443,622,622,94,5,5.627659574468085,1,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:25:39.233063+00:00,2.092384099960327,84,84,12,1,6.083333333333333,0,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:25:41.326445+00:00,3.85241961479187,623,623,94,4,5.638297872340425,1,0,1,0,0,0
SQUAD_012,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:25:45.179997+00:00,2.645293474197388,155,155,25,1,5.24,0,0,1,0,0,0
