prompt_id,source,category,model,temperature,run,instruction_version,run_timestamp,instructional_stability_score,verbosity_score,confidence_score,format_score,latency_score,overall_quality_score
SQUAD_002,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:20:51.496139+00:00,0.001230911902673481,1.0,1.0,1.0,0.6616023765009487,0.599671175641078
SQUAD_002,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:20:54.672357+00:00,0.001315769868497433,0.9558823529411765,1.0,1.0,0.7510779883876907,0.6065045706533042
SQUAD_002,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:20:56.309326+00:00,0.001315769868497433,1.0,1.0,1.0,0.3232507892551022,0.5489481378422394
SQUAD_002,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:21:01.121407+00:00,0.0008819869188235061,0.9264705882352942,1.0,1.0,0.7639288839163542,0.6038686162443354
SQUAD_002,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:21:02.874213+00:00,0.0008819869188235061,1.0,1.0,1.0,0.759233423699671,0.6141937089765389
SQUAD_002,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:21:04.909017+00:00,0.0002935879414763107,1.0,1.0,1.0,0.8492726623994429,0.6274936551394331
SQUAD_002,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:21:06.241118+00:00,0.0002935879414763107,1.0,1.0,1.0,0.7463892843819362,0.6120611484368071
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:21:09.005424+00:00,1.3448181484557087e-05,1.0,1.0,1.0,0.9519474883387717,0.6427968301143354
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:21:10.675233+00:00,1.3448181484557087e-05,0.8856154910096822,1.0,1.0,0.899071934396973,0.6177078206745179
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:21:14.382912+00:00,5.274719301551385e-05,1.0,1.0,1.0,0.9539761996311454,0.6431148914622273
SQUAD_003,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:21:15.869891+00:00,5.274719301551385e-05,0.9805513016845332,1.0,1.0,0.880052808487458,0.6291090780433541
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:21:20.256729+00:00,1.588714923088849e-05,1.0,1.0,1.0,0.8108001775570037,0.6216255871357813
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:21:21.501060+00:00,1.588714923088849e-05,0.9457902511078289,1.0,1.0,0.4013532699452701,0.5520770886601956
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:21:26.192998+00:00,0.0001027375034063977,1.0,1.0,1.0,0.825415944259058,0.623848349765051
SQUAD_003,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:21:27.341273+00:00,0.0001027375034063977,1.0,1.0,1.0,0.6474376489920346,0.5971516054749975
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:21:30.512254+00:00,1.2580867714776028e-05,1.0,1.0,1.0,0.7655110952517694,0.6148310675914657
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:21:32.253949+00:00,1.2580867714776028e-05,0.9306686046511631,1.0,1.0,0.751435347699237,0.6023199961562602
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:21:34.358190+00:00,0.0006755387751938444,1.0,1.0,1.0,0.8574348978967251,0.6288516732558266
SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:21:35.572537+00:00,0.0006755387751938444,1.0,1.0,1.0,0.6294785699235544,0.594658224059851
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:21:39.263852+00:00,3.843021085526086e-05,1.0,1.0,1.0,0.9574613309075296,0.6436326502099288
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:21:40.638728+00:00,3.843021085526086e-05,0.9850769230769234,1.0,1.0,0.7875653363818322,0.6159097894926128
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:21:48.124383+00:00,3.146399547447338e-05,1.0,1.0,1.0,0.9302929516138173,0.6395549551404887
SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:21:50.377233+00:00,3.146399547447338e-05,0.8980364656381489,1.0,1.0,0.9270979495177589,0.6237811746718023
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:21:52.732941+00:00,0.00027011394575780014,1.0,1.0,1.0,0.797564119902927,0.6197291578664543
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:21:54.063988+00:00,0.00027011394575780014,1.0,1.0,1.0,0.6806153490745153,0.6021868422421925
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:21:56.833596+00:00,0.0001611244784990914,1.0,1.0,1.0,0.8139379708467536,0.6221470891944877
SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:21:58.057133+00:00,0.0001611244784990914,1.0,1.0,1.0,0.7624238388416249,0.6144199693937185
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:00.395658+00:00,5.5451599432176945e-05,0.8088235294117647,1.0,1.0,0.8224329895609003,0.594707885905701
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:02.152724+00:00,5.5451599432176945e-05,1.0,1.0,1.0,0.7194808979615517,0.607941542754034
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:04.917268+00:00,0.0001027375034063977,1.0,1.0,1.0,0.8485171342408002,0.6273135282623123
SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:22:06.042027+00:00,0.0001027375034063977,1.0,1.0,1.0,0.7075772577254352,0.6061725467850075
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:22:09.088180+00:00,0.0008251049232659046,1.0,1.0,1.0,0.9610840138216175,0.6444513887963856
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:22:10.345073+00:00,0.0008251049232659046,1.0,1.0,1.0,0.907752772547118,0.6364517026052108
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:22:14.068208+00:00,0.0010772612553122203,1.0,1.0,1.0,0.9473088032051326,0.642473361920129
SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:22:15.769847+00:00,0.0010772612553122203,1.0,1.0,0.7,0.9042764500690472,0.5910185089497163
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:22:19.160250+00:00,6.660927894216127e-05,1.0,1.0,1.0,0.798973250070959,0.6198693007582736
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:22:20.482371+00:00,6.660927894216127e-05,1.0,1.0,0.7,0.6490179367980651,0.5523760037673395
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:22:23.469059+00:00,0.00020346836901064417,1.0,1.0,1.0,0.8473331187635207,0.6271711817436818
SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:22:24.473236+00:00,0.00020346836901064417,1.0,1.0,0.7,0.5124085297014732,0.5319324933843748
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:28.674331+00:00,0.00035266216462825575,1.0,1.0,1.0,0.8345939764562662,0.6253125282260598
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:29.903176+00:00,0.00035266216462825575,1.0,1.0,1.0,0.7314293514032171,0.6098378344681025
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:32.668967+00:00,0.0004236229926027881,0.7352941176470589,1.0,1.0,0.8297820019051555,0.5849096859802432
SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:22:33.940045+00:00,0.0004236229926027881,1.0,1.0,1.0,0.7439024245293417,0.6117336317268123
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:22:36.578544+00:00,6.660927894216127e-05,1.0,1.0,1.0,0.9560200918869158,0.643426327030667
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:22:38.097761+00:00,6.660927894216127e-05,1.0,1.0,1.0,0.9165557598594579,0.6375066772265484
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:22:41.373300+00:00,0.0001810627925552367,1.0,1.0,1.0,0.9651699302476819,0.6448388615145466
SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:22:42.499696+00:00,0.0001810627925552367,1.0,1.0,1.0,0.8970910475695414,0.6346270291128255
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:22:46.698235+00:00,0.00010621980274645875,1.0,1.0,1.0,0.8132555169497576,0.6220255044734249
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:22:47.926174+00:00,0.00010621980274645875,1.0,1.0,1.0,0.5566669999367319,0.583537226921471
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:22:51.613121+00:00,0.0005814416121937556,1.0,1.0,1.0,0.8288291206836206,0.624527872666811
SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:22:52.738613+00:00,0.0005814416121937556,1.0,1.0,1.0,0.6962686909364666,0.6046438082047378
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:22:55.610231+00:00,0.00021749529641808865,1.0,1.0,1.0,0.8355239066886906,0.6254047093570498
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:22:56.834981+00:00,0.00021749529641808865,1.0,1.0,1.0,0.8181310503248443,0.6227957809024729
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:22:58.965304+00:00,0.00038330993484737337,1.0,1.0,1.0,0.8640604419956981,0.6297432247765513
SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:00.624960+00:00,0.00038330993484737337,1.0,1.0,1.0,0.7884980531312432,0.618408866446883
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:03.184926+00:00,0.0001507330750954765,1.0,1.0,1.0,0.9623025224137953,0.6443981349383527
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:04.833414+00:00,0.0001507330750954765,1.0,1.0,1.0,0.9240792784464469,0.6386646483432505
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:23:08.067565+00:00,3.843021085526086e-05,1.0,1.0,1.0,0.9610185274576262,0.6441662296924432
SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:23:09.326776+00:00,3.843021085526086e-05,1.0,1.0,1.0,0.8803059008426874,0.6320593357002025
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:23:13.933538+00:00,8.696541909440292e-05,1.0,1.0,1.0,0.8633184367902291,0.6295282034152174
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:23:14.832175+00:00,8.696541909440292e-05,1.0,1.0,1.0,0.6674908812666622,0.6001540700866823
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:23:18.120003+00:00,5.101793433983701e-05,0.8676470588235294,1.0,1.0,0.8566774623917549,0.6086665344593116
SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:23:19.062937+00:00,5.101793433983701e-05,1.0,1.0,0.7,0.6029229139083611,0.5454562933632732
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:23:22.730645+00:00,0.00047604412902226933,0.9852941176470589,1.0,1.0,0.8745436802988009,0.6291422851370367
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:23:23.662710+00:00,0.00047604412902226933,1.0,1.0,1.0,0.7323894783476244,0.6100250371973015
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:23:26.717616+00:00,0.0022805620953921593,0.9852941176470589,1.0,1.0,0.8341115679202596,0.6237090495684852
SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:27.963152+00:00,0.0022805620953921593,1.0,1.0,1.0,0.7172565246340761,0.6083866754284988
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:30.830495+00:00,0.0002444092052549932,1.0,1.0,1.0,0.9492307678108198,0.6424701583934622
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:32.470442+00:00,0.0002444092052549932,1.0,1.0,1.0,0.919260319372471,0.6379745911277099
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:23:35.438471+00:00,9.142423147817327e-05,1.0,1.0,1.0,0.9625519745866538,0.6444147946690155
SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:23:36.649964+00:00,9.142423147817327e-05,1.0,1.0,1.0,0.9051867319413636,0.635810008272222
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:23:40.501132+00:00,0.0015543984350843032,1.0,1.0,1.0,0.841897575902862,0.6268286758377088
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:23:41.541352+00:00,0.0015543984350843032,1.0,1.0,1.0,0.7192538774932131,0.6084321210762615
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:23:44.347007+00:00,0.0013832308322338331,0.9411764705882353,1.0,1.0,0.8366407001399444,0.6171567064005088
SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:23:45.575973+00:00,0.0013832308322338331,1.0,1.0,1.0,0.6522663404392897,0.5983240818571753
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:23:48.788524+00:00,4.934536750682409e-05,1.0,1.0,1.0,0.8738189592112131,0.6310901147603093
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:23:49.726416+00:00,4.934536750682409e-05,1.0,1.0,1.0,0.6997999660576107,0.6049872657872689
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:23:53.017593+00:00,0.0010594556929076101,1.0,1.0,1.0,0.8690557812617002,0.6307291766817726
SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:23:53.989869+00:00,0.0010594556929076101,1.0,1.0,1.0,0.7407437520834527,0.6114823723050355
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:23:56.943499+00:00,0.0001027375034063977,1.0,1.0,1.0,0.9579245718032433,0.6437246438966788
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:23:58.378021+00:00,0.0001027375034063977,0.9760670731707319,1.0,1.0,0.8962257621908729,0.630879883430433
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:02.372443+00:00,4.934536750682409e-05,1.0,1.0,1.0,0.9524245885089484,0.6428809591549696
SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:03.909753+00:00,4.934536750682409e-05,0.955671641791045,1.0,1.0,0.8970954039744072,0.6279323277434452
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:24:07.697013+00:00,0.0002656493549319175,1.0,1.0,1.0,0.8131697204652586,0.622068435344015
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:24:08.925549+00:00,0.0002656493549319175,1.0,1.0,1.0,0.5412019387320957,0.5812732680840406
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:24:12.713297+00:00,5.3633679768280496e-05,1.0,1.0,1.0,0.7818957591214905,0.6173031356561425
SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:24:14.147456+00:00,5.3633679768280496e-05,0.973100303951368,1.0,1.0,0.6674716904250978,0.5961045709443888
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:24:16.900503+00:00,0.0001810627925552367,1.0,1.0,1.0,0.7641748907465292,0.6146896055893738
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:24:18.651087+00:00,0.0001810627925552367,0.9850769230769234,1.0,1.0,0.7524868357594732,0.6106979358028538
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:24:20.738941+00:00,0.0022057963768122787,1.0,1.0,1.0,0.8065417771349661,0.6217532953021292
SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:24:22.338746+00:00,0.0022057963768122787,1.0,1.0,1.0,0.7556462791852426,0.6141189706096707
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:24:24.717068+00:00,0.0001080049678449793,1.0,1.0,1.0,0.9369573871612688,0.6405814098129361
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:24:26.939852+00:00,0.0001080049678449793,0.7789537712895379,1.0,1.0,0.9049376194204098,0.6026215103452379
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:30.010687+00:00,9.61116520613947e-05,1.0,1.0,1.0,0.9426261405335599,0.6414275601582555
SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:31.863979+00:00,9.61116520613947e-05,0.781807081807082,1.0,1.0,0.8872350359800277,0.600389956746288
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:24:35.652898+00:00,0.0006215256769826307,1.0,1.0,1.0,0.7509845010555325,0.6128652091452738
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:24:37.289961+00:00,0.0006215256769826307,0.8880721220527048,0.7,1.0,0.6751836879152695,0.5247059054821401
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:24:39.788712+00:00,2.992947830767636e-05,1.0,1.0,1.0,0.7495039040484042,0.6124360609246684
SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:24:41.435400+00:00,2.992947830767636e-05,0.8560160427807489,0.7,1.0,0.5941333633614982,0.5075328862387448
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:24:44.456668+00:00,1.908387793232765e-05,1.0,1.0,1.0,0.8203557448939368,0.6230600410913668
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:24:45.790703+00:00,1.908387793232765e-05,0.9082269503546102,1.0,1.0,0.6762098449183608,0.587672198648222
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:24:48.860397+00:00,1.973072814112312e-05,1.0,1.0,1.0,0.8068529638891977,0.621034850338229
SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:24:50.294497+00:00,1.973072814112312e-05,0.8074401008827241,1.0,1.0,0.5827549726033907,0.5585361667777666
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:24:53.958577+00:00,0.00021036495247468172,1.0,1.0,1.0,0.9575508808706017,0.6437062598639565
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:24:55.329885+00:00,0.00021036495247468172,1.0,1.0,1.0,0.9280627750557426,0.6392830439917275
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:24:58.282603+00:00,0.0002935879414763107,1.0,1.0,1.0,0.9524543671205142,0.6429709108475938
SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-05T17:24:59.818794+00:00,0.0002935879414763107,0.9942546583850934,1.0,1.0,0.9031080696677742,0.634707164987447
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-05T17:25:03.412090+00:00,8.29381916075737e-06,1.0,1.0,1.0,0.8410440732006174,0.6261595138167988
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-05T17:25:04.457061+00:00,8.29381916075737e-06,0.8359007832898174,1.0,1.0,0.6032794862745938,0.5658799432713679
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-05T17:25:08.020232+00:00,7.738894115844294e-05,1.0,1.0,1.0,0.7621167128214267,0.6143445930526195
SQUAD_011,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-05T17:25:09.584322+00:00,7.738894115844294e-05,0.9293178519593617,1.0,1.0,0.5579885922962666,0.5731230527677497
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-05T17:25:12.927235+00:00,0.0003707435404590882,1.0,1.0,1.0,0.8283402052804605,0.6243807910312298
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-05T17:25:14.202371+00:00,0.0003707435404590882,1.0,1.0,1.0,0.6489931307941347,0.5974787298582809
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-05T17:25:17.533562+00:00,0.0011708796207911744,1.0,1.0,1.0,0.8207025252193141,0.623515186650174
SQUAD_011,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-05T17:25:18.864995+00:00,0.0011708796207911744,1.0,1.0,1.0,0.8143176553396765,0.6225574561682284
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-05T17:25:20.913218+00:00,2.1445408316589164e-05,1.0,1.0,1.0,0.9146588408898806,0.637206332026393
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-05T17:25:24.290641+00:00,2.1445408316589164e-05,0.8676151761517618,1.0,1.0,0.8636447713635049,0.6096964980202008
SQUAD_012,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-05T17:25:28.694097+00:00,8.991312184636324e-05,1.0,1.0,1.0,0.9368291464159987,0.6405558415550461
