run_id,prompt_id,source,category,model,temperature,run,instruction_version,run_timestamp,instructional_stability_score,verbosity_score,confidence_score,format_score,latency_score,overall_quality_score
run_20260209_115320,SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:54:42.326413+00:00,5.101793433983701e-05,1.0,1.0,1.0,0.9780680849858109,0.6467280690248907
run_20260209_115320,SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:54:43.404436+00:00,5.101793433983701e-05,1.0,1.0,1.0,0.9682860413845913,0.6452607624847077
run_20260209_115320,SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:54:45.887061+00:00,3.779501534049474e-05,1.0,1.0,1.0,0.9806314825180253,0.647107950633073
run_20260209_115320,SQUAD_003,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:54:47.279764+00:00,3.779501534049474e-05,1.0,0.7,1.0,0.9673305429141145,0.5851128096924862
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:54:49.934746+00:00,2.943478754337306e-05,1.0,1.0,1.0,0.8279257557612434,0.6241991655398267
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:54:51.456606+00:00,2.943478754337306e-05,0.9892690513219283,1.0,0.7,0.7066218265549509,0.5593939338571721
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:54:54.251448+00:00,2.992947830767636e-05,1.0,1.0,1.0,0.788297799758358,0.6182551452811614
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:54:55.718009+00:00,2.992947830767636e-05,0.9048364153627311,1.0,0.7,0.6712759793780728,0.5414273345285283
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:54:58.486730+00:00,6.128349505322213e-05,1.0,1.0,1.0,0.8333161054289675,0.6250188650376137
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:54:59.582465+00:00,6.128349505322213e-05,0.9923556942277689,1.0,1.0,0.5922416358766269,0.587711048738928
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:55:03.166949+00:00,3.535750085040998e-05,1.0,1.0,1.0,0.8197227081684947,0.6229707813505718
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:55:04.352582+00:00,3.535750085040998e-05,1.0,1.0,1.0,0.6426540893286199,0.5964104885245906
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:55:07.515560+00:00,6.442556703435542e-05,0.8088235294117647,1.0,1.0,0.9838015029121688,0.618916303797052
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:55:08.312765+00:00,6.442556703435542e-05,1.0,1.0,1.0,0.9655547824712629,0.6448557663191514
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:55:11.209597+00:00,0.0001507330750954765,1.0,1.0,1.0,0.9715164338286878,0.6457802216505866
run_20260209_115320,SQUAD_004,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:55:12.916818+00:00,0.0001507330750954765,1.0,1.0,1.0,0.9595071037333879,0.6439788221362917
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:55:15.507127+00:00,0.00029852207741818353,1.0,1.0,1.0,0.865928930034557,0.62999382223228
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:55:16.396182+00:00,0.00029852207741818353,1.0,1.0,1.0,0.7702225581072086,0.6156378664431776
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:55:19.024237+00:00,0.00022864651872207256,1.0,1.0,1.0,0.8525675869224367,0.6279651643199183
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:55:20.484285+00:00,0.00022864651872207256,1.0,1.0,0.7,0.7396373199416872,0.5660256242728059
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:55:23.225050+00:00,0.00022864651872207256,1.0,1.0,1.0,0.7733482262759417,0.6160822602229441
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:55:25.008885+00:00,0.00022864651872207256,1.0,1.0,0.7,0.6285982970506893,0.5493697708391562
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:55:27.960433+00:00,0.00027011394575780014,0.9852941176470589,1.0,1.0,0.8458078483750844,0.6247598347843367
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:55:28.974025+00:00,0.00027011394575780014,1.0,1.0,0.7,0.6728616226653406,0.5560237832808164
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:55:32.111444+00:00,0.0010953660638813147,1.0,1.0,1.0,0.9784174459392414,0.6471459950132447
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:55:33.172575+00:00,0.0010953660638813147,1.0,1.0,1.0,0.9665349995566132,0.6453636280558503
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:55:35.758845+00:00,0.0024787521766663585,1.0,1.0,1.0,0.9795720717081727,0.6478033740180591
run_20260209_115320,SQUAD_005,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:55:37.116698+00:00,0.0024787521766663585,1.0,1.0,1.0,0.9717881493077917,0.646635785658002
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:55:39.499406+00:00,0.0006533919798673806,1.0,1.0,1.0,0.8675732260378372,0.6303646710986291
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:55:40.980908+00:00,0.0006533919798673806,1.0,1.0,1.0,0.4598285205042226,0.5692029652685869
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:55:45.651593+00:00,0.00023639651842864072,1.0,1.0,1.0,0.8540411330307698,0.6281889087360655
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:55:46.608048+00:00,0.00023639651842864072,1.0,1.0,1.0,0.7408146204433717,0.6112049318479558
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:55:49.351158+00:00,0.00019354509955809383,1.0,1.0,1.0,0.8089727136127061,0.6214136478267513
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:55:50.908058+00:00,0.00019354509955809383,1.0,1.0,1.0,0.6458128570495278,0.5969396693422746
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:55:53.980322+00:00,0.000534952107731934,1.0,1.0,1.0,0.8462274155965767,0.6271213455771927
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:55:54.992574+00:00,0.000534952107731934,1.0,1.0,1.0,0.6966522818504511,0.6046850755152738
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:55:57.974163+00:00,8.552800714897862e-05,1.0,1.0,1.0,0.9801809417169084,0.6470570760600384
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:55:58.955179+00:00,8.552800714897862e-05,1.0,1.0,1.0,0.965815495181877,0.6449022590797837
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:56:01.661266+00:00,0.00011739103691911796,1.0,1.0,1.0,0.9843341689208793,0.6476912122010536
run_20260209_115320,SQUAD_006,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:56:02.752424+00:00,0.00011739103691911796,1.0,1.0,1.0,0.9660444080957797,0.6449477480772887
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:56:05.651576+00:00,5.5451599432176945e-05,1.0,1.0,1.0,0.8620162089343772,0.6293218393999579
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:56:06.887649+00:00,5.5451599432176945e-05,1.0,1.0,1.0,0.6213194386850234,0.5932173238625548
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:56:10.464183+00:00,0.00017512684815765842,1.0,1.0,1.0,0.8594790985017189,0.628983159172113
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:56:11.385259+00:00,0.00017512684815765842,1.0,1.0,1.0,0.7128347198540333,0.6069865023749602
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:56:14.346387+00:00,8.842698865988318e-05,0.8676470588235294,1.0,1.0,0.8516782325912269,0.6079297431582444
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:56:15.440033+00:00,8.842698865988318e-05,1.0,1.0,1.0,0.6437544733269938,0.5965941204450801
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:56:18.806508+00:00,0.0001967978824459091,0.8676470588235294,1.0,1.0,0.8406729408177931,0.6063168792050544
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:56:19.854072+00:00,0.0001967978824459091,1.0,1.0,1.0,0.641183934495249,0.5962464694331435
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:56:23.165839+00:00,0.0001841057936675792,0.9852941176470589,1.0,1.0,0.9840707916668594,0.6454691734248714
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:56:23.949405+00:00,0.0001841057936675792,1.0,1.0,1.0,0.9706021605525434,0.6456547611106652
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:56:26.611291+00:00,0.0006643731013527644,0.9852941176470589,1.0,1.0,0.9834721430213523,0.6455474696857351
run_20260209_115320,SQUAD_007,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:56:27.981032+00:00,0.0006643731013527644,1.0,1.0,1.0,0.9204533472593663,0.6383005326743784
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:56:33.106434+00:00,0.0002248673241788482,1.0,1.0,1.0,0.8741862711696193,0.6312066442389055
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:56:33.931514+00:00,0.0002248673241788482,1.0,1.0,1.0,0.6601350038231228,0.599098954136931
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:56:37.333411+00:00,0.0001457914571075084,1.0,1.0,1.0,0.8689383514239631,0.6303917797235821
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:56:38.192463+00:00,0.0001457914571075084,1.0,1.0,1.0,0.7159617729940947,0.6074452929591018
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:56:41.194526+00:00,0.0010953660638813147,1.0,1.0,1.0,0.8620947147596199,0.6296975853363014
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:56:42.241143+00:00,0.0010953660638813147,1.0,1.0,1.0,0.6129104027990504,0.592319938542216
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:56:45.878458+00:00,0.0034593773364647615,1.0,1.0,1.0,0.8216539151138567,0.6244588693348412
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:56:47.050844+00:00,0.0034593773364647615,1.0,1.0,1.0,0.7241341163319082,0.609830899517549
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:56:49.691647+00:00,0.00031910192248120326,1.0,1.0,1.0,0.9703000916044785,0.6456566994135402
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:56:51.345755+00:00,0.00031910192248120326,1.0,1.0,1.0,0.9640467770932727,0.6447187022368593
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:56:53.646306+00:00,0.0007342458303668003,1.0,1.0,1.0,0.9788224031489797,0.6470803465129753
run_20260209_115320,SQUAD_008,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:56:54.921716+00:00,0.0007342458303668003,1.0,1.0,1.0,0.9682669867444984,0.6454970340523032
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:56:57.439833+00:00,8.696541909440292e-05,1.0,1.0,1.0,0.8316394021438177,0.6247763482182557
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:56:58.983761+00:00,8.696541909440292e-05,0.9565413533834585,1.0,1.0,0.6324508391392545,0.58837926677509
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:57:02.289046+00:00,0.0021693377695380265,1.0,1.0,1.0,0.8573773456903345,0.6293658700728886
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:57:03.224043+00:00,0.0021693377695380265,1.0,1.0,1.0,0.7541575779058228,0.6138829049052118
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:57:05.899637+00:00,0.00034683317175482933,1.0,1.0,1.0,0.814228845609425,0.6222557184515279
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:57:07.510840+00:00,0.00034683317175482933,1.0,1.0,1.0,0.6547088072821772,0.5983277127024407
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:57:10.559108+00:00,0.0005174142915851108,1.0,1.0,1.0,0.8334346077627195,0.6251962861664627
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:57:11.654083+00:00,0.0005174142915851108,1.0,1.0,1.0,0.6623048976125319,0.5995268296439346
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:57:14.778285+00:00,2.6633697161182717e-05,1.0,1.0,1.0,0.9751284286867694,0.6462785860970219
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:57:16.000523+00:00,2.6633697161182717e-05,0.8515394912985274,1.0,1.0,0.965659214129663,0.622589127608235
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:57:18.467204+00:00,0.000991128201046581,1.0,1.0,1.0,0.9069549208227045,0.636390132993772
run_20260209_115320,SQUAD_009,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:57:23.350655+00:00,0.000991128201046581,1.0,1.0,1.0,0.9659800028298519,0.645243895294844
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:57:25.022533+00:00,4.852976032129834e-05,1.0,1.0,1.0,0.750897784015873,0.6126516530184934
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:57:26.982953+00:00,4.852976032129834e-05,0.7236632536973833,1.0,1.0,0.6429826125636826,0.5550138653552724
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:57:29.690805+00:00,1.973072814112312e-05,1.0,1.0,1.0,0.7749293572369594,0.6162463093403934
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:57:31.165324+00:00,1.973072814112312e-05,0.6832438238453276,1.0,1.0,0.6484356142194104,0.5497588214645601
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,1,v1_concise,2026-02-09T11:57:33.994776+00:00,0.00013868112384149566,1.0,1.0,1.0,0.7502416140997815,0.6125847805083118
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.2,2,v2_detailed,2026-02-09T11:57:35.637897+00:00,0.00013868112384149566,0.8391820580474932,0.7,1.0,0.4490486422136889,0.4832831434325219
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,1,v1_concise,2026-02-09T11:57:39.615205+00:00,2.7999236015183573e-05,1.0,1.0,1.0,0.8018022880205573,0.6202801429356889
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-4.1-mini,0.8,2,v2_detailed,2026-02-09T11:57:40.918504+00:00,2.7999236015183573e-05,0.8197164948453607,1.0,1.0,0.5846157838575504,0.5606596415380419
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,1,v1_concise,2026-02-09T11:57:44.345084+00:00,0.0002068879256433909,1.0,1.0,1.0,0.9743473874343618,0.6462245188891295
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.2,2,v2_detailed,2026-02-09T11:57:45.606900+00:00,0.0002068879256433909,0.9218840579710144,1.0,1.0,0.9611963029164184,0.6325344649070901
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,1,v1_concise,2026-02-09T11:57:48.252761+00:00,0.002133481770037708,1.0,1.0,1.0,0.9577748641661636,0.6444129482444378
run_20260209_115320,SQUAD_010,squad_v1,factual,gpt-3.5-turbo-0125,0.8,2,v2_detailed,2026-02-09T11:57:50.421095+00:00,0.002133481770037708,1.0,1.0,1.0,0.9695915317568461,0.6461854483830402
run_20260209_115320,SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,1,v1_concise,2026-02-09T11:57:51.915654+00:00,6.336070607455954e-05,1.0,1.0,1.0,0.8334402856307155,0.6250382190917334
run_20260209_115320,SQUAD_011,squad_v1,factual,gpt-4o-mini,0.2,2,v2_detailed,2026-02-09T11:57:53.513238+00:00,6.336070607455954e-05,0.8689890710382513,1.0,1.0,0.7203653727368267,0.5884253428133878
run_20260209_115320,SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,1,v1_concise,2026-02-09T11:57:56.253768+00:00,7.002440970234233e-05,1.0,1.0,1.0,0.8378332908703708,0.6256995021739515
run_20260209_115320,SQUAD_011,squad_v1,factual,gpt-4o-mini,0.8,2,v2_detailed,2026-02-09T11:57:57.484916+00:00,7.002440970234233e-05,0.9061253561253559,1.0,1.0,0.6973352895179152,0.5905436053898865
